s15_kw,s16_kw,s1_kw
0,0,0
0,0,0
0,0,0
0,0,0
0.886,0.945,0.06
1.803,1.924,0.12
2.74,2.923,0.18
5.158,5.501,0.34
8.043,8.58,0.54
8.048,8.585,0.54
7.992,8.524,0.53
7.906,8.433,0.53
8.009,8.543,0.53
5.337,5.693,0.36
1.142,1.217,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.134,1.211,0.08
1.677,1.789,0.11
1.924,2.053,0.13
2.24,2.389,0.15
0.851,0.907,0.06
4.594,4.901,0.31
2.582,2.754,0.17
1.796,1.915,0.12
3.93,4.191,0.26
2.779,2.965,0.19
0.657,0.701,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.827,0.881,0.05
1.596,1.702,0.11
2.876,3.068,0.19
2.034,2.17,0.14
3.585,3.825,0.24
5.702,6.081,0.38
8.022,8.557,0.54
5.96,6.357,0.4
3.669,3.913,0.24
3.861,4.119,0.26
0.478,0.509,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.287,1.372,0.09
5.517,5.884,0.37
8.958,9.555,0.6
11.256,12.006,0.75
11.361,12.118,0.76
8.683,9.261,0.58
8.357,8.915,0.56
8.678,9.255,0.58
5.231,5.579,0.35
4.56,4.865,0.31
1.509,1.611,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.006,1.073,0.07
4.808,5.128,0.32
9.58,10.22,0.64
11.312,12.066,0.75
11.437,12.2,0.76
13.043,13.913,0.87
13.708,14.622,0.91
12.498,13.33,0.83
9.772,10.423,0.65
6.687,7.133,0.45
3.02,3.222,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.291,2.443,0.15
6.582,7.021,0.44
10.279,10.965,0.69
12.164,12.975,0.81
14.199,15.145,0.95
14.19,15.137,0.95
12.674,13.519,0.85
10.856,11.581,0.73
8.683,9.262,0.58
5.544,5.914,0.37
1.593,1.698,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.428,0.456,0.03
4.489,4.788,0.3
5.831,6.22,0.39
8.322,8.876,0.55
11.903,12.698,0.8
11.698,12.478,0.78
10.329,11.017,0.69
11.506,12.273,0.77
9.412,10.039,0.63
6.203,6.618,0.42
2.114,2.255,0.14
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.251,1.333,0.08
3.55,3.786,0.24
5.229,5.578,0.35
9.929,10.591,0.66
6.382,6.807,0.43
10.315,11.003,0.69
9.299,9.919,0.62
10.508,11.208,0.7
8.43,8.992,0.56
6.623,7.065,0.44
3.525,3.76,0.24
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.609,0.65,0.04
0.509,0.543,0.03
1.931,2.06,0.13
3.196,3.409,0.21
3.452,3.683,0.23
5.445,5.808,0.36
3.9,4.161,0.26
4.098,4.371,0.27
5.261,5.613,0.35
2.946,3.141,0.2
1.572,1.677,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.509,1.61,0.1
2.189,2.335,0.15
6.766,7.217,0.45
10.409,11.104,0.7
10.673,11.385,0.71
9.901,10.56,0.66
7.246,7.728,0.48
8.872,9.464,0.59
8.356,8.912,0.56
5.526,5.895,0.37
1.239,1.322,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.75,0.8,0.05
1.056,1.126,0.07
2.809,2.997,0.19
2.233,2.381,0.15
2.651,2.827,0.18
6.153,6.564,0.41
5.149,5.492,0.34
9.495,10.128,0.63
6.402,6.829,0.43
6.239,6.654,0.42
3.216,3.43,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.71,1.823,0.11
5.32,5.675,0.36
6.551,6.987,0.44
11.998,12.797,0.8
11.857,12.647,0.79
8.317,8.871,0.55
4.868,5.193,0.33
5.287,5.64,0.35
5.653,6.03,0.38
3.064,3.267,0.2
0.528,0.563,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.588,1.694,0.11
1.495,1.595,0.1
0.858,0.915,0.06
0.802,0.856,0.05
0.992,1.058,0.07
3.396,3.623,0.23
3.431,3.66,0.23
2.217,2.366,0.15
7.504,8.003,0.5
1.388,1.481,0.09
1.08,1.152,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.192,1.271,0.08
3.746,3.996,0.25
5.783,6.169,0.39
10.89,11.616,0.73
11.488,12.254,0.77
11.067,11.805,0.74
9.312,9.932,0.62
10.165,10.844,0.68
5.988,6.388,0.4
5.32,5.675,0.36
2.549,2.719,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.139,1.216,0.08
1.491,1.591,0.1
1.354,1.443,0.09
2.444,2.607,0.16
7.405,7.898,0.49
8.342,8.898,0.56
6.883,7.343,0.46
9.288,9.906,0.62
6.94,7.401,0.46
2.109,2.25,0.14
1.266,1.351,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.169,0.181,0.01
0.337,0.359,0.02
1.729,1.844,0.12
2.588,2.761,0.17
1.854,1.978,0.12
2.616,2.79,0.17
1.974,2.105,0.13
1.866,1.991,0.13
0.757,0.807,0.05
1.721,1.835,0.11
0.71,0.757,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.682,0.726,0.04
0.184,0.196,0.01
1.059,1.129,0.07
0.454,0.484,0.03
2.746,2.929,0.18
4.209,4.49,0.28
1.784,1.903,0.12
1.327,1.417,0.09
0.515,0.55,0.04
0.869,0.928,0.06
0.826,0.881,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.218,0.234,0.02
2.15,2.293,0.14
5.403,5.763,0.36
6.226,6.642,0.42
11.875,12.668,0.79
12.372,13.198,0.83
11.65,12.427,0.78
10.875,11.601,0.73
9.802,10.455,0.65
5.295,5.648,0.35
2.401,2.562,0.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.085,2.224,0.14
5.142,5.486,0.34
6.759,7.209,0.45
7.36,7.851,0.49
9.077,9.683,0.61
11.598,12.372,0.77
7.575,8.081,0.51
10.568,11.273,0.71
7.942,8.472,0.53
4.974,5.306,0.33
0.558,0.595,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.001,1.068,0.07
4.622,4.93,0.31
7.46,7.956,0.5
10.366,11.057,0.69
10.564,11.269,0.71
10.978,11.71,0.73
12.373,13.197,0.82
9.841,10.496,0.66
5.651,6.028,0.38
5.626,6.002,0.38
3.069,3.274,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.968,1.033,0.07
4.066,4.336,0.27
5.589,5.961,0.37
8.159,8.704,0.55
10.112,10.787,0.68
10.631,11.34,0.71
11.846,12.635,0.79
11.183,11.927,0.74
8.166,8.71,0.54
5.821,6.21,0.39
2.134,2.277,0.14
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.856,0.913,0.06
3.098,3.305,0.21
7.149,7.625,0.48
6.571,7.01,0.44
8.73,9.311,0.58
10.948,11.678,0.73
11.216,11.964,0.75
11.398,12.157,0.76
8.529,9.098,0.57
5.474,5.84,0.37
2.863,3.055,0.19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.502,0.535,0.03
3.973,4.238,0.27
7.447,7.943,0.5
10.637,11.347,0.71
11.214,11.962,0.75
13.256,14.14,0.88
13.496,14.395,0.9
10.238,10.92,0.68
7.439,7.935,0.5
5.701,6.081,0.38
3.247,3.465,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.473,0.504,0.03
3.805,4.06,0.26
6.553,6.989,0.44
10.794,11.514,0.72
12.617,13.457,0.84
13.317,14.204,0.89
13.033,13.901,0.87
11.743,12.525,0.78
9.917,10.577,0.66
6.891,7.351,0.46
3.415,3.643,0.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.311,2.464,0.15
4.88,5.206,0.33
6.615,7.057,0.44
6.07,6.475,0.41
5.213,5.559,0.35
6.64,7.082,0.44
6.838,7.295,0.46
3.663,3.908,0.25
1.857,1.981,0.12
0.575,0.614,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.568,3.805,0.24
6.531,6.966,0.44
8.448,9.011,0.56
8.69,9.269,0.58
12.487,13.32,0.83
11.475,12.24,0.77
7.082,7.554,0.47
5.953,6.35,0.4
6.556,6.993,0.44
1.897,2.022,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.163,4.441,0.28
8.043,8.579,0.54
9.816,10.47,0.65
12.809,13.664,0.86
12.033,12.835,0.8
11.53,12.3,0.77
11.385,12.144,0.76
8.775,9.359,0.58
6.095,6.501,0.41
2.884,3.076,0.19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.977,4.243,0.27
7.038,7.507,0.47
9.891,10.551,0.66
12.049,12.853,0.8
13.696,14.609,0.91
12.703,13.549,0.85
11.656,12.433,0.78
9.933,10.595,0.66
5.869,6.26,0.39
2.85,3.041,0.19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.497,4.796,0.3
5.215,5.562,0.35
9.951,10.613,0.66
11.574,12.346,0.77
10.08,10.751,0.67
9.534,10.17,0.64
4.988,5.321,0.33
5.979,6.377,0.4
3.278,3.497,0.22
2.429,2.592,0.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.171,1.249,0.08
1.92,2.049,0.13
3.107,3.315,0.21
2.812,3,0.19
3.758,4.008,0.25
3.831,4.087,0.26
4.858,5.181,0.32
2.495,2.661,0.17
1.079,1.15,0.07
0.286,0.306,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.943,3.14,0.2
7.065,7.536,0.47
9.871,10.529,0.66
11.414,12.174,0.76
11.927,12.722,0.8
10.603,11.309,0.71
7.631,8.141,0.51
7.688,8.2,0.51
6.32,6.741,0.42
1.396,1.489,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.808,2.996,0.19
5.486,5.852,0.37
8.323,8.879,0.56
10.87,11.595,0.73
12.302,13.123,0.82
11.456,12.22,0.76
9.168,9.779,0.61
7.862,8.386,0.52
3.828,4.082,0.25
2.267,2.418,0.15
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.913,2.039,0.13
6.584,7.023,0.44
8.077,8.616,0.54
11.104,11.843,0.74
11.977,12.776,0.8
13.085,13.957,0.87
10.698,11.411,0.71
8.317,8.872,0.56
5.384,5.743,0.36
1.954,2.084,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.316,0.337,0.02
0.664,0.707,0.04
0.897,0.958,0.06
1.437,1.533,0.1
2.017,2.151,0.13
1.225,1.306,0.08
0.379,0.404,0.03
0.02,0.021,0
0.261,0.278,0.02
0.009,0.009,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.838,3.027,0.19
2.165,2.309,0.14
2.881,3.073,0.19
4.623,4.932,0.31
3.816,4.069,0.25
3.934,4.195,0.26
4.003,4.269,0.27
6.364,6.788,0.42
5.06,5.397,0.34
0.996,1.062,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.914,0.974,0.06
1.126,1.2,0.07
2.618,2.791,0.17
5.196,5.544,0.35
5.277,5.629,0.35
4.199,4.48,0.28
3.316,3.538,0.22
5.864,6.254,0.39
2.834,3.024,0.19
0.301,0.322,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.165,1.242,0.08
2.622,2.796,0.17
8.791,9.377,0.59
10.976,11.707,0.73
6.84,7.297,0.46
6.32,6.741,0.42
4.103,4.377,0.27
3.14,3.349,0.21
3.801,4.055,0.25
0.946,1.01,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.434,3.663,0.23
7.741,8.256,0.52
10.065,10.736,0.67
12.688,13.533,0.85
13.632,14.542,0.91
12.628,13.47,0.84
10.826,11.549,0.72
9.027,9.629,0.6
7.04,7.51,0.47
3.276,3.494,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.035,5.37,0.34
7.082,7.554,0.47
7.996,8.529,0.53
7.914,8.441,0.53
5.735,6.118,0.38
3.926,4.187,0.26
5.556,5.927,0.37
9.493,10.127,0.63
5.62,5.994,0.37
3.665,3.91,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.15,3.36,0.21
6.31,6.731,0.42
7.221,7.703,0.48
10.738,11.454,0.72
11.233,11.981,0.75
12.449,13.279,0.83
9.944,10.608,0.66
9.902,10.561,0.66
7.148,7.625,0.48
3.682,3.927,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.246,3.462,0.22
7.98,8.513,0.53
10.932,11.661,0.73
11.503,12.271,0.77
11.006,11.74,0.73
11.89,12.682,0.79
10.983,11.715,0.73
8.832,9.422,0.59
7.328,7.817,0.49
3.765,4.016,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.068,5.406,0.34
6.752,7.201,0.45
4.439,4.736,0.3
5.421,5.782,0.36
4.321,4.61,0.29
6.122,6.53,0.41
3.953,4.217,0.26
4.737,5.053,0.32
6.483,6.916,0.43
3.694,3.94,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.907,0.968,0.06
1.37,1.461,0.09
3.679,3.925,0.25
4.135,4.412,0.28
4.949,5.279,0.33
6.923,7.385,0.46
4.758,5.076,0.32
2.916,3.11,0.19
4.871,5.195,0.32
1.074,1.146,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
